id,smarts,ni_ids
123,([#6:1]-[#6:2]-[#6:3]-[#6:4]=[#6:5].[#6:6]=[#6:7].[#6:8]-[#8:9])>>[#6:1]-[#6:4]1-[#6:5]-[#6:2](-[#6:8])-[#6:3]-1-[#6:6]-[#6:7].[#8:9],['rule0666']
124,[#6:1]-[#16+:2].[#7:3]>>[#16+0:2].[#6:1]-[#7:3],"['rule0034', 'rule0206']"
125,[#6:1].[#8:2]-[#15:3]>>[#6:1]-[#15:3].[#8:2],['rule0551']
126,[#6:1]1:[#6:2]:[#6:3]:[#6:4]:[#7+:5]:[#6:6]:1.[#6:7]=[#8:8].[#7:9].[#8:10]-[#6:11]:[#6:12]-[#8:13]>>[#6:1]1=[#6:6]-[#7+0:5]-[#6:4]=[#6:3]-[#6:2]-1.[#7:9]-[#6:11]:[#6:12]-[#6:7]-[#8:8].[#8:10]=[#8:13],['rule1002']
127,[#6:1]=[#6:2].[#8:3]=[#8:4]>>[#6:1]=[#8:3].[#6:2]=[#8:4],['rule0118']
128,[#6:1]=[#16:2].[#8:3]>>[#16:2].[#6:1]=[#8:3],['rule1181']
129,[#6:1]1:[#6:2]:[#6:3]:[#6:4]:[#7+:5]:[#6:6]:1.[#6:7]=[#8:8].[#8:9].[#8:10]>>[#6:7]-[#8:10].[#6:1]1=[#6:6]-[#7+0:5]-[#6:4]=[#6:3]-[#6:2]-1.[#8:8]=[#8:9],['rule0490']
130,[#6:1]-[#6:2]-[#8:3].[#8:4].[#8:5]=[#6:6]1-[#6:7]:[#6:8]-[#6:9](=[#8:10])-[#6:11]2-[#8:12]-[#6:13]-1-2>>[#6:1].[#6:2]=[#8:3].[#8:10]-[#6:9]1:[#6:11]:[#6:13]:[#6:6](-[#8:5]):[#6:7]:[#6:8]:1.[#8:12]=[#8:4],['rule1106']
131,([#6:1]=[#6:2].[#6:3]=[#6:4].[#6:5]=[#6:6]).[#8:7]>>[#6:1]-[#6:2]-[#6:3]-[#6:4]-[#6:5]-[#6:6]-[#8:7],['rule1127']
132,[#6:1]-[#7+:2].[#8:3]>>[#6:1]-[#8:3].[#7+0:2],"['rule0311', 'rule0519', 'rule0717', 'rule1217']"
133,[#6:1]-[#16+:2].[#6:3]=[#6:4]>>[#16+0:2].[#6:3]-[#6:4]=[#6:1],['rule0546']
134,([#6:1].[#6:2]-[#7:3])>>([#7:3].[#6:1]-[#6:2]),['rule0154']
135,[#16:1]-[#16:2].[#8:3]-[#8:4]>>[#16:1].[#16:2].[#8:3]=[#8:4],['rule0791']
136,[#8:1]-[#6:2]-[#6:3]=[#6:4]-[#6:5]-[#8:6]>>([#6:2]=[#6:3]-[#6:4]=[#6:5].[#8:1]-[#8:6]),['rule0907']
137,[#6:1]-[#8:2].[#8:3].[#8:4]-[#15:5]>>[#6:1]-[#8:3].[#8:4].[#8:2]-[#15:5],['rule0847']
138,[#16:1].[#6:2]-[#6:3]=[#8:4]>>[#8:4]-[#6:3]-[#6:2]-[#16:1],['rule1066']
139,([#8:1].[#6:2]=[#8:3]).[#6:4]-[#6:5]=[#8:6]>>[#8:1]-[#6:5](-[#8:6])-[#6:4]-[#6:2]-[#8:3],['rule0353']
140,[#6:1]-[#8:2].[#6:3]1=[#6:4]-[#7:5]-[#6:6]=[#6:7]-[#6:8]-1>>[#6:1].[#6:3]1:[#6:8]:[#6:7]:[#6:6]:[#7+:5]:[#6:4]:1.[#8:2],"['rule0025', 'rule0268', 'rule0836']"
141,[#6:1]1:[#6:2]:[#6:3]:[#6:4]:[#7+:5]:[#6:6]:1.[#7:7].[#8:8]-[#6:9]:[#6:10]-[#8:11]>>[#6:1]1=[#6:6]-[#7+0:5]-[#6:4]=[#6:3]-[#6:2]-1.[#6:10]:[#6:9]-[#7:7].[#8:11]=[#8:8],['rule0540']
142,([#6:1]=[#6:2].[#6:3]-[#6:4]=[#6:5]-[#6:6]-[#8:7]).[#8:8]>>[#6:6]-[#6:5]1(-[#8:8])-[#6:1]-[#6:2]-[#6:3]-[#6:4]-1.[#8:7],['rule1108']
143,([#6:1].[#7:2]).[#6:3]1:[#6:4]:[#6:5]:[#6:6]:[#7+:7]:[#6:8]:1>>[#6:1]-[#7:2].[#6:3]1=[#6:8]-[#7+0:7]-[#6:6]=[#6:5]-[#6:4]-1,['rule0701']
144,[#6:1]-[#8:2].[#8:3]>>([#8:2].[#6:1]-[#8:3]),"['rule0035', 'rule0231']"
145,[#7:1].[#8:2]-[#16:3]>>[#7:1]-[#16:3].[#8:2],"['rule0776', 'rule1071']"
146,[#8:1]=[#6:2]-[#6:3]=[#6:4]-[#6:5]-[#6:6](=[#8:7])-[#6:8]=[#8:9]>>[#8:7]-[#6:6]1:[#6:5]:[#6:4]:[#6:3]:[#6:2]:[#6:8]:1.[#8:1]=[#8:9],['rule1065']
147,[#6:1]-[#16:2].[#8:3].[#8:4]-[#15:5]>>[#16:2].[#6:1]-[#8:4].[#8:3]-[#15:5],"['rule0038', 'rule0170', 'rule0755']"
148,[#7:1]-[#6:2]=[#7:3].[#8:4].[#8:5]-[#15:6]>>[#7:1].[#7:3]-[#6:2]=[#8:5].[#8:4]-[#15:6],['rule0763']
149,[#7:1]-[#6:2]-[#7:3].[#8:4]>>([#7:1].[#7:3]).[#6:2]=[#8:4],['rule0953']
150,[#7:1]-[#6:2]=[#8:3]>>[#6:2]#[#7:1].[#8:3],['rule0241']
151,[#6:1].[#6:2]1:[#6:3]:[#6:4]:[#6:5]:[#7+:6]:[#6:7]:1.[#8:8].[#8:9]-[#15:10]>>[#6:1]-[#8:9].[#6:2]1=[#6:7]-[#7+0:6]-[#6:5]=[#6:4]-[#6:3]-1.[#8:8]-[#15:10],['rule0570']
152,[#6:1]-[#6:2]=[#8:3].[#8:4]-[#15:5]-[#8:6]>>[#6:1]=[#6:2]-[#8:4]-[#15:5]-[#8:3].[#8:6],['rule1027']
153,[#6:1]=[#8:2].[#8:3]>>[#8:2]-[#6:1]-[#8:3],"['rule0141', 'rule0650']"
154,[#6:1]1:[#6:2]:[#6:3]:[#6:4]:[#6:5]:[#6:6]:1.[#8:7]=[#8:8]>>[#8:7]=[#6:1]-[#6:2]1-[#6:3]=[#6:4]-[#6:5]:[#6:6]-[#8:8]-1,['rule1192']
155,([#6:1].[#6:2]=[#6:3].[#6:4]-[#8:5])>>[#6:1]-[#6:2]-[#6:3]-[#6:4].[#8:5],['rule0315']
156,[#6:1]-[#6:2]=[#8:3].[#6:4]1:[#6:5]:[#6:6]:[#6:7]:[#6:8]:[#6:9]:1>>[#6:1]=[#6:2]-[#8:3]-[#6:4]1-[#6:5]-[#6:6]=[#6:7]-[#6:8]=[#6:9]-1,['rule0567']
157,([#6:1].[#6:2]-[#6:3]-[#8:4]).[#8:5]=[#8:6]>>([#6:1]-[#8:5].[#6:2]-[#8:6]).[#6:3]=[#8:4],['rule0446']
158,[#6:1]-[#8:2].[#7:3]:[#6:4]-[#6:5]-[#8:6]>>[#6:1]-[#7+:3]:[#6:4].[#6:5]=[#8:6].[#8:2],['rule0812']
159,[#6:1]-[#6:2].[#8:3]=[#6:4]1-[#6:5]=[#6:6]-[#6:7](=[#8:8])-[#6:9]=[#6:10]-1>>[#6:1]=[#6:2].[#8:3]-[#6:4]1:[#6:10]:[#6:9]:[#6:7](-[#8:8]):[#6:6]:[#6:5]:1,"['rule0420', 'rule1163']"
160,[#6:1]-[#8:2].[#6:3]-[#8:4].[#6:5]=[#8:6]>>[#6:1].[#6:3]-[#6:5]-[#8:6].[#8:2]=[#8:4],['rule0044']
161,[#6:1]-[#16+:2].[#8:3].[#8:4]-[#15:5]-[#8:6]>>[#16+0:2].[#6:1]-[#8:4]-[#15:5]-[#8:3].[#8:6],['rule1220']
162,[#6:1]-[#8:2]-[#6:3]=[#6:4].[#8:5]>>[#6:1]-[#6:3](-[#6:4])-[#8:2]-[#8:5],['rule0669']
163,[#16:1].[#16:2].[#8:3]-[#8:4]>>[#16:1]-[#16:2].[#8:3].[#8:4],['rule0793']
164,[#6:1]=[#6:2]-[#6:3]-[#8:4].[#8:5]>>([#8:4].[#6:3]=[#6:2]-[#6:1]-[#8:5]),['rule0850']
165,([#6:1]-[#6:2].[#6:3]=[#6:4]-[#6:5].[#6:6]=[#6:7]-[#6:8].[#6:9]-[#8:10])>>([#6:1]-[#6:5](-[#6:2])-[#6:4]-[#6:3].[#6:9]-[#6:6]-[#6:7]=[#6:8]).[#8:10],['rule0766']
166,([#6:1].[#6:2]=[#8:3])>>[#6:1]-[#6:2]-[#8:3],['rule0632']
167,[#16:1].[#6:2]-[Se:3]>>[#6:2]-[#16+:1].[Se:3],['rule0830']
168,[#6:1].[#6:2]=[#8:3]>>[#6:1]=[#6:2].[#8:3],['rule0209']
169,[#6:1]-[#6:2](-[#8:3])-[#6:4]-[#6:5]-[#8:6].[#8:7]-[#15:8]>>[#6:1]=[#6:2]-[#6:4].[#6:5]=[#8:6].[#8:7].[#8:3]-[#15:8],['rule0781']
170,[#6:1]1=[#6:2]-[#7:3]-[#6:4]=[#6:5]-[#6:6]-1.[#7:7]-[#6:8]:[#6:9]-[#6:10]-[#8:11].[#8:12]=[#8:13]>>[#6:1]1:[#6:6]:[#6:5]:[#6:4]:[#7+:3]:[#6:2]:1.[#6:10]=[#8:11].[#7:7].[#8:12]-[#6:8]:[#6:9]-[#8:13],['rule1003']
171,[#6:1]-[#7+:2].[#7:3]>>[#6:1]-[#7:3].[#7+0:2],['rule0718']
172,[#6:1].[#6:2]=[#8:3].[#8:4]>>[#6:1]-[#8:4].[#6:2]-[#8:3],['rule0413']
173,[#6:1]-[#8:2].[#8:3].[#8:4]=[#6:5]-[#6:6]=[#8:7]>>[#6:1].[#8:4]-[#6:5]=[#6:6]-[#8:7].[#8:2]=[#8:3],['rule0468']
174,[#6:1]-[#8:2].[#7:3]>>[#6:1]-[#7+:3].[#8:2],"['rule0310', 'rule0518', 'rule0716', 'rule1218']"
175,([#6:1]=[#6:2].[#6:3]-[#6:4]=[#6:5]-[#6:6]-[#8:7])>>[#6:6]=[#6:5]1-[#6:1]-[#6:2]-[#6:3]-[#6:4]-1.[#8:7],['rule0387']
176,[#6:1]=[#6:2]-[#6:3]-[#6:4]-[#8:5]>>[#6:1]-[#6:2]=[#6:3].[#6:4]=[#8:5],['rule0556']
177,[#6:1]1:[#6:2]:[#6:3]:[#6:4]:[#7+:5]:[#6:6]:1.[#8:7].[#8:8]=[#6:9]-[#6:10]-[#8:11]>>[#6:1]1=[#6:6]-[#7+0:5]-[#6:4]=[#6:3]-[#6:2]-1.[#6:10]=[#6:9]-[#8:8].[#8:11]=[#8:7],['rule0656']
178,([#8:1].[#6:2]=[#6:3]-[#6:4](=[#8:5])-[#6:6](-[#8:7])-[#8:8]).[#8:9]>>([#8:7].[#8:1]-[#6:2]-[#6:3](-[#8:9])-[#6:4](-[#8:5])-[#6:6]=[#8:8]),['rule0898']
179,[#7:1]-[#6:2]-[#6:3]-[#8:4].[#8:5].[#8:6]=[#8:7]>>[#6:2]=[#8:5].[#6:3]=[#8:4].[#7:1].[#8:6]-[#8:7],['rule1198']
180,[#6:1]=[#8:2].[#7:3]>>[#6:1]=[#7:3].[#8:2],"['rule0160', 'rule0320']"
181,[#6:1]=[#8:2].[#7:3].[#8:4]-[#8:5]>>[#6:1]-[#7:3].[#8:2].[#8:4]=[#8:5],"['rule0091', 'rule0112']"
182,[#6:1].[#6:2]-[#6:3]-[#8:4].[#8:5]=[#8:6]>>[#6:1]-[#8:5].[#6:2]-[#8:6].[#6:3]=[#8:4],['rule0045']
183,[#6:1]-[#6:2].[#8:3].[#8:4]-[#15:5]>>[#6:1].[#6:2]-[#8:4].[#8:3]-[#15:5],['rule0402']
184,[#8:1]-[#6:2]-[#6:3]-[#16:4]>>[#16:4].[#6:3]-[#6:2]=[#8:1],['rule1067']
185,[#6:1]-[#6:2].[#6:3]-[#6:4]-[#8:5].[#8:6]=[#8:7]>>[#6:3]-[#8:6].[#6:1]=[#6:2].[#6:4]=[#8:5].[#8:7],['rule0192']
186,[#6:1]-[#8:2].[#6:3]=[#6:4].[#6:5]=[#8:6].[#8:7]>>[#6:3]-[#6:4].[#6:1]-[#6:5]-[#8:6].[#8:2]=[#8:7],['rule0317']
187,[#6:1].[#6:2]=[#8:3].[#8:4]>>[#6:1]-[#6:2]-[#8:4].[#8:3],['rule0730']
188,([#16:1].[#6:2]-[#16:3]).[#6:4]=[#8:5]>>[#16:1]-[#16:3].[#6:2]-[#6:4]-[#8:5],['rule0329']
189,[#6:1]-[#7:2].[#7:3]>>[#6:1]-[#7:3].[#7:2],"['rule0069', 'rule0298', 'rule0299', 'rule0579', 'rule0580']"
190,[#6:1]=[#7:2].[#6:3]=[#8:4].[#8:5]>>[#8:4]-[#6:3]-[#6:1]-[#7:2]-[#8:5],['rule0221']
191,[#16:1].[#6:2]=[#8:3].[#8:4]-[#8:5]>>[#6:2]-[#16:1].[#8:3].[#8:4]=[#8:5],['rule0543']
192,[#6:1]-[#6:2]-[#6:3]1-[#6:4]2-[#6:5](=[#6:6])-[#6:7]-[#6:8]-[#6:9]-1-2-[#6:10].[#8:11]>>([#6:1]=[#6:2].[#6:10]=[#6:9]-[#6:4]-[#6:3]-[#6:5](-[#6:6])=[#6:7]-[#6:8]-[#8:11]),['rule1190']
193,[#6:1]=[#7:2]-[#8:3]>>[#6:1]#[#7:2].[#8:3],['rule0304']
194,[#6:1]1=[#6:2]-[#7:3]-[#6:4]=[#6:5]-[#6:6]-1.[#6:7]1=[#6:8]-[#7:9]-[#6:10]=[#6:11]-[#6:12]-1.[#6:13]=[#8:14]>>[#6:13].[#6:11]1:[#6:12]:[#6:7]:[#6:8]:[#7+:9]:[#6:10]:1.[#6:1]1:[#6:6]:[#6:5]:[#6:4]:[#7+:3]:[#6:2]:1.[#8:14],['rule0164']
195,[#6:1]-[#6:2]-[#6:3]>>[#6:1].[#6:2]=[#6:3],['rule0306']
196,[#16:1].[#6:2]-[#16+:3]>>[#16+0:3].[#6:2]-[#16+:1],"['rule0708', 'rule0709']"
197,[#6:1]-[#6:2](=[#6:3])-[#6:4].[#8:5]>>([#6:1]=[#6:2]-[#6:3].[#6:4]-[#8:5]),['rule0599']
198,([#6:1]=[#6:2].[#6:3]-[#8:4])>>[#6:1]-[#6:2]=[#6:3].[#8:4],['rule0493']
199,[#6:1]-[#16:2].[#8:3]>>[#6:1].[#8:3]-[#16:2],['rule0337']
200,[#6:1]-[#6:2]=[#8:3].[#7:4]>>[#7:4]-[#6:2]-[#6:1]-[#8:3],['rule0340']
201,([#6:1]-[#8:2].[#6:3]-[#8:4]).[#8:5]>>([#6:1].[#6:3].[#8:2]).[#8:4]=[#8:5],['rule0968']
202,[#6:1]-[#6:2]-[#8:3].[#6:4]=[#6:5]>>[#6:1]-[#6:4]-[#6:5].[#6:2]=[#8:3],['rule0291']
203,([#6:1]=[#6:2].[#6:3]-[#6:4]=[#6:5]-[#6:6]-[#8:7])>>[#6:3]=[#6:4]-[#6:5]1-[#6:1]-[#6:2]-[#6:6]-1.[#8:7],['rule0364']
204,[#6:1]1=[#6:2]-[#7:3]-[#6:4]=[#6:5]-[#6:6]-1.[#6:7]1=[#6:8]-[#7:9]-[#6:10]=[#6:11]-[#6:12]-1.[#7:13]=[#7:14]>>[#6:11]1:[#6:12]:[#6:7]:[#6:8]:[#7+:9]:[#6:10]:1.[#6:1]1:[#6:6]:[#6:5]:[#6:4]:[#7+:3]:[#6:2]:1.[#7:13].[#7:14],['rule0572']
205,([#8:1].[#6:2]-[#6:3])>>([#6:2].[#6:3]-[#8:1]),['rule0801']
206,([#8:1].[#6:2]-[#6:3]-[#6:4]-[#6:5]=[#6:6]-[#6:7](-[#6:8])-[#6:9])>>([#6:2]-[#8:1].[#6:3]=[#6:4].[#6:7]=[#6:8].[#6:5]=[#6:6]-[#6:9]),['rule1204']
207,([#6:1].[#6:2]=[#8:3]).[#8:4]>>([#6:1]-[#8:4].[#6:2]-[#8:3]),"['rule0070', 'rule1079']"
208,([#6:1]=[#6:2].[#6:3]=[#6:4]).[#8:5]=[#8:6].[#8:7]=[#8:8]>>([#6:1]=[#8:5].[#6:3]=[#8:6]).[#6:2]=[#8:7].[#6:4]=[#8:8],['rule0265']
209,([#6:1]=[#6:2].[#6:3]-[#6:4]=[#6:5]-[#6:6]-[#8:7])>>[#6:1]1-[#6:2]-[#6:6]-[#6:5]2-[#6:3]-[#6:4]-1-2.[#8:7],['rule0597']
210,[#6:1]-[#16:2].[#7:3]>>[#16:2].[#6:1]-[#7:3],"['rule0042', 'rule0076', 'rule0283']"
211,[#6:1]1:[#6:2]:[#6:3]:[#6:4]:[#6:5]:[#6:6]:1.[#8:7]=[#8:8]>>[#8:7]=[#6:1]-[#6:2]=[#6:3]-[#6:4]=[#6:5]-[#6:6]=[#8:8],['rule0052']
212,[#8:1]-[#6:2]:[#6:3]-[#6:4]=[#6:5]-[#6:6]-[#16:7]>>[#16:7].[#6:3]1:[#6:2]:[#8:1]:[#6:6]:[#6:5]:[#6:4]:1,['rule0614']
213,([#6:1].[#6:2]).[#6:3]-[#16+:4]>>[#16+0:4].[#6:3].[#6:1]-[#6:2],['rule0826']
214,[#6:1]-[#8:2].[#8:3]-[#8:4]>>([#6:1].[#8:2]).[#8:3]=[#8:4],['rule0681']
215,[#6:1].[#6:2]-[#8:3]>>[#6:1]-[#6:2].[#8:3],"['rule0084', 'rule0110', 'rule0181', 'rule0262']"
216,([#6:1]-[#8:2].[#8:3]-[#15:4]).[#8:5]>>[#6:1]-[#8:3].[#8:2].[#8:5]-[#15:4],['rule1215']
217,([#6:1]-[#6:2]=[#8:3].[#6:4]-[#6:5]=[#8:6])>>[#6:1]=[#6:2]-[#8:3]-[#6:5]=[#6:4].[#8:6],['rule0911']
218,[#6:1]1-[#6:2]-[#6:3]-1.[#8:4]>>([#6:1]=[#6:2].[#6:3]-[#8:4]),['rule0396']
219,[#6:1].[#6:2]=[#6:3]-[#6:4]-[#8:5]>>[#6:1]-[#6:2]-[#6:3]=[#6:4].[#8:5],"['rule0417', 'rule0634']"
220,[#7:1]-[#6:2]-[#7:3].[#8:4]>>[#6:2]=[#8:4].[#7:1].[#7:3],['rule0208']
221,[#6:1]-[#6:2]=[#6:3]>>[#6:1]=[#6:2]-[#6:3],['rule0040']
222,[#16:1].[#6:2]-[#6:3]>>[#6:2].[#6:3]-[#16+:1],"['rule0046', 'rule0842']"
223,([#6:1]=[#8:2].[#8:3]-[#6:4]-[#6:5]-[#8:6])>>[#8:3].[#8:6]=[#6:5]-[#6:4]-[#6:1]-[#8:2],['rule0729']
224,[#6:1]-[#6:2]-[#6:3]-[#8:4].[#6:5]1:[#6:6]:[#6:7]:[#6:8]:[#7+:9]:[#6:10]:1>>[#6:5]1=[#6:10]-[#7+0:9]-[#6:8]=[#6:7]-[#6:6]-1.[#6:1]=[#6:2].[#6:3]=[#8:4],['rule0234']
225,([#6:1]-[#6:2].[#6:3]-[#6:4]).[#8:5]>>([#6:1].[#6:2]-[#6:3].[#6:4]-[#8:5]),['rule0822']
226,([#7:1].[#7:2]).[#6:3]=[#8:4].[#8:5]-[#15:6]>>[#7:1]-[#6:3]-[#7:2].[#8:5].[#8:4]-[#15:6],['rule1059']
227,[#6:1]-[#6:2]=[#6:3]-[#8:4].[#6:5]1:[#6:6]:[#6:7]:[#6:8]:[#7+:9]:[#6:10]:1>>[#6:5]1=[#6:10]-[#7+0:9]-[#6:8]=[#6:7]-[#6:6]-1.[#6:1]=[#6:2]-[#6:3]=[#8:4],['rule1045']
228,([#6:1].[#8:2].[#6:3]=[#8:4])>>([#6:1]-[#8:2].[#6:3]-[#8:4]),['rule0169']
229,[#6:1]=[#6:2]-[#8:3]-[#15:4].[#8:5]>>[#6:1]-[#6:2]=[#8:3].[#8:5]-[#15:4],['rule0408']
230,[#6:1]-[#6:2]-[#6:3]-[#8:4]>>[#6:1]=[#6:2]-[#6:3].[#8:4],['rule0428']
231,[#6:1]-[#6:2]=[#6:3].[#6:4]=[#8:5]>>[#6:1]=[#6:2]-[#6:3]-[#6:4]-[#8:5],['rule0555']
232,[#6:1]1:[#6:2]:[#6:3]:[#6:4]:[#7+:5]:[#6:6]:1.[#6:7]=[#6:8]-[#6:9]-[#6:10]-[#8:11]>>[#6:7]-[#6:8]=[#6:9]-[#6:10]=[#8:11].[#6:1]1=[#6:6]-[#7+0:5]-[#6:4]=[#6:3]-[#6:2]-1,['rule0679']
233,[#6:1]1=[#6:2]-[#7:3]-[#6:4]=[#6:5]-[#6:6]-1.[#7:7]=[#8:8]>>[#6:1]1:[#6:6]:[#6:5]:[#6:4]:[#7+:3]:[#6:2]:1.[#7:7]-[#8:8],['rule0520']
234,([#7:1].[#6:2]=[#8:3])>>[#6:2]=[#7:1].[#8:3],['rule0146']
235,[#6:1]-[#6:2]=[#6:3].[#8:4]>>[#6:3]-[#6:2]-[#6:1]-[#8:4],['rule0427']
236,[#16:1].[#6:2]-[As:3]=[#8:4]>>[#6:2]-[#16+:1].[#8:4]-[As:3],['rule0711']
237,[#6:1]1:[#6:2]:[#6:3]:[#6:4]:[#7+:5]:[#6:6]:1.[#7:7].[#8:8]-[#6:9]:[#6:10]-[#8:11]>>[#6:1]1=[#6:6]-[#7+0:5]-[#6:4]=[#6:3]-[#6:2]-1.[#6:10]:[#6:9]-[#7+:7].[#8:11]=[#8:8],['rule0177']
238,([#6:1]=[#6:2].[#6:3]-[#6:4]-[#6:5]-[#6:6]=[#6:7]-[#6:8]-[#8:9])>>[#6:1]-[#6:2]-[#6:4]1-[#6:3]-[#6:8]-[#6:7]-[#6:6]=[#6:5]-1.[#8:9],['rule0456']
239,[#8:1].[#8:2]-[#6:3](-[#6:4]-[#8:5])-[#7:6]1:[#6:7]:[#6:8]:[#7:9]:[#6:10]:1>>([#8:2].[#6:4]1=[#7:9]-[#6:8]:[#6:7]-[#7:6]-[#6:3]-1).[#8:1]=[#6:10]-[#8:5],['rule1069']
240,[#6:1]-[#6:2]-[#8:3].[#6:4]-[#8:5]>>[#6:1]-[#6:4].[#6:2]=[#8:3].[#8:5],"['rule0247', 'rule0990']"
241,([#6:1]-[#8:2].[#6:3]-[#8:4])>>([#6:1].[#6:3]=[#8:4]).[#8:2],"['rule0071', 'rule1080']"
242,[#6:1]-[#6:2]=[#8:3].[#8:4]>>[#6:1]=[#6:2]-[#8:4].[#8:3],"['rule0583', 'rule1089']"
243,[#8:1]=[#6:2]-[#6:3]1-[#6:4]=[#6:5]-[#6:6]:[#6:7]-[#8:8]-1>>[#6:2]1:[#6:3]:[#6:4]:[#6:5]:[#6:6]:[#6:7]:1.[#8:1]=[#8:8],['rule1193']
244,([#7:1].[#7:2]-[#6:3]=[#8:4])>>[#7:1]-[#6:3]=[#7+:2].[#8:4],['rule0586']
245,([#8:1].[#6:2]=[#6:3])>>[#6:2]-[#6:3]-[#8:1],['rule0093']
246,[#8:1]-[#6:2]-[#6:3]-[#7:4]-[#8:5]>>[#6:3]=[#7:4].[#6:2]=[#8:1].[#8:5],['rule0222']
247,([#6:1].[#8:2]-[#8:3])>>([#8:2].[#6:1]-[#8:3]),['rule0590']
248,[#6:1]-[#8:2].[#6:3]=[#6:4]>>[#6:1]1-[#6:3]-[#6:4]-1.[#8:2],['rule0720']
249,[#6:1]=[#6:2]-[#6:3]-[#6:4]-[#6:5]=[#6:6].[#8:7]>>([#6:3]=[#6:2]-[#6:1]-[#8:7].[#6:6]-[#6:5]=[#6:4]),['rule0954']
250,[#6:1]-[#6:2]-[#8:3].[#8:4]-[#15:5]>>[#6:1]=[#6:2].[#8:4].[#8:3]-[#15:5],['rule0454']
251,[#6:1]-[#8:2]-[#6:3]=[#6:4].[#8:5]>>([#6:1]-[#8:5].[#6:4]-[#6:3]=[#8:2]),['rule0189']
252,[#7:1]-[#6:2]-[#6:3]-[#8:4]>>[#6:3]-[#6:2]=[#8:4].[#7:1],['rule0341']
253,[#16:1].[#8:2]-[#15:3].[#8:4]-[#6:5]-[#6:6]-[#6:7]-[#8:8]>>[#6:6]-[#6:5]-[#16:1].[#6:7]=[#8:8].[#8:2].[#8:4]-[#15:3],['rule1047']
254,[#16:1].[#6:2]-[#8:3].[#6:4]1:[#6:5]:[#6:6]:[#6:7]:[#7+:8]:[#6:9]:1.[#6:10]1:[#6:11]:[#6:12]:[#6:13]:[#7+:14]:[#6:15]:1>>[#6:10]1=[#6:15]-[#7+0:14]-[#6:13]=[#6:12]-[#6:11]-1.[#6:4]1=[#6:9]-[#7+0:8]-[#6:7]=[#6:6]-[#6:5]-1.[#8:3]=[#6:2]-[#16:1],['rule0179']
